GUI Tab,Function,Feature,Keyword,Dependency,Type,Min,Max,Description
Communications,Weight on Wheels Selection,WOW Transmitted via 1553,M1553WOW,Mil1553;startCmdPLA,Selection,1,1,Weight on Wheels signals are transmitted over 1553 to select the final WOW value
Drivers/Torque Motors,CGV Conversions,CGV Signal Units Conversions,cgvConversions,cgvLVDT,Option,0,1,CGV signals are converted so that both the setpoint and feedback are available in units of degrees and as a unitless ratio.
Drivers/Torque Motors,CGV TM Local Channel Only,CGV TM Local Channel Only,cgvTMLocalChannelOnly,cgvTM,Selection,1,1,Compressor Guide Vane (CGV) Torque Motor (TM) uses the Local Channel Only
Drivers/Torque Motors,CGV TM Local Channel Only Command Tracking,CGV TM Local Channel Only Command Tracking,cgvTMLocalChannelOnlyCommandTracking,cgvTMLocalChannelOnly;cgvTMCommandTracking,Selection,1,1,Compressor Guide Vane (CGV) Torque Motor (TM) uses Command Tracking BIT and the Local Channel Only
Drivers/Torque Motors,Command Tracking,CGV TM Command Tracking,cgvTMCommandTracking,cgvTM,Option,0,10,"Fault detection method used to track CGV TM position response and compare it to the command. If the response goes outside of the threshold, a fault is detected. Uses integration over time in tracking model and Command Tracking BIT."
Drivers/Torque Motors,Command Tracking,MV TM Command Tracking,mvTMCommandTracking,Common,Option,0,10,"Fault detection method used to track MV TM position response and compare it to the command. If the response goes outside of the threshold, a fault is detected. Uses integration over time in tracking model and Command Tracking BIT."
Drivers/Torque Motors,Driver and Torque Motor Signal Selection,Output Driver Selection for Dual Channel,ODSDualChannel,antiIceCoil,Selection,1,1,"Output Driver Selection strategy between the channel in control output driver and the channel not in control output driver, for Dual Channel"
Drivers/Torque Motors,Driver and Torque Motor Signal Selection,Output Driver Selection for Dual Channel,ODSDualChannel,featherCoil,Selection,1,1,"Output Driver Selection strategy between the channel in control output driver and the channel not in control output driver, for Dual Channel"
Drivers/Torque Motors,Driver and Torque Motor Signal Selection,Output Driver Selection for Dual Channel,ODSDualChannel,HSIgniter,Selection,1,1,"Output Driver Selection strategy between the channel in control output driver and the channel not in control output driver, for Dual Channel"
Drivers/Torque Motors,Driver and Torque Motor Signal Selection,Output Driver Selection for Dual Channel,ODSDualChannel,motiveFlowLockoutCoil,Selection,1,1,"Output Driver Selection strategy between the channel in control output driver and the channel not in control output driver, for Dual Channel"
Drivers/Torque Motors,Driver and Torque Motor Signal Selection,Output Driver Selection for Dual Channel,ODSDualChannel,mvTMCrossChannelBorrowing,Selection,1,1,"Output Driver Selection strategy between the channel in control output driver and the channel not in control output driver, for Dual Channel"
Drivers/Torque Motors,Driver and Torque Motor Signal Selection,Output Driver Selection for Dual Channel,ODSDualChannel,propGovernor,Selection,1,1,"Output Driver Selection strategy between the channel in control output driver and the channel not in control output driver, for Dual Channel"
Drivers/Torque Motors,Driver and Torque Motor Signal Selection,Output Driver Selection for Dual Channel,ODSDualChannel,propPitchController,Selection,1,1,"Output Driver Selection strategy between the channel in control output driver and the channel not in control output driver, for Dual Channel"
Drivers/Torque Motors,Driver and Torque Motor Signal Selection,Output Driver Selection for Dual Channel,ODSDualChannel,runCoil,Selection,1,1,"Output Driver Selection strategy between the channel in control output driver and the channel not in control output driver, for Dual Channel"
Drivers/Torque Motors,Driver and Torque Motor Signal Selection,Output Driver Selection for Dual Channel,ODSDualChannel,scavengeDeOilCoil,Selection,1,1,"Output Driver Selection strategy between the channel in control output driver and the channel not in control output driver, for Dual Channel"
Drivers/Torque Motors,Driver and Torque Motor Signal Selection,Output Driver Selection for Dual Channel,ODSDualChannel,starterRelay,Selection,1,1,"Output Driver Selection strategy between the channel in control output driver and the channel not in control output driver, for Dual Channel"
Drivers/Torque Motors,Driver and Torque Motor Signal Selection,Output Driver Selection for Dual Channel,ODSDualChannel,supplyDeOilCoil,Selection,1,1,"Output Driver Selection strategy between the channel in control output driver and the channel not in control output driver, for Dual Channel"
Drivers/Torque Motors,Driver and Torque Motor Signal Selection,Output Driver Selection for Dual Channel,ODSDualChannel,unfeatherPump,Selection,1,1,"Output Driver Selection strategy between the channel in control output driver and the channel not in control output driver, for Dual Channel"
Drivers/Torque Motors,Drivers and Torque Motor Wiring,Drivers and Torque Motor Wiring for Air Cooled Application,DTMWiringAC,airCooled;antiIceCoil,Selection,1,1,Drivers and Torque Motor Wiring for Air Cooled Application
Drivers/Torque Motors,Drivers and Torque Motor Wiring,Drivers and Torque Motor Wiring for Air Cooled Application,DTMWiringAC,airCooled;featherCoil,Selection,1,1,Drivers and Torque Motor Wiring for Air Cooled Application
Drivers/Torque Motors,Drivers and Torque Motor Wiring,Drivers and Torque Motor Wiring for Air Cooled Application,DTMWiringAC,airCooled;HSIgniter,Selection,1,1,Drivers and Torque Motor Wiring for Air Cooled Application
Drivers/Torque Motors,Drivers and Torque Motor Wiring,Drivers and Torque Motor Wiring for Air Cooled Application,DTMWiringAC,airCooled;motiveFlowLockoutCoil,Selection,1,1,Drivers and Torque Motor Wiring for Air Cooled Application
Drivers/Torque Motors,Drivers and Torque Motor Wiring,Drivers and Torque Motor Wiring for Air Cooled Application,DTMWiringAC,airCooled;runCoil,Selection,1,1,Drivers and Torque Motor Wiring for Air Cooled Application
Drivers/Torque Motors,Drivers and Torque Motor Wiring,Drivers and Torque Motor Wiring for Air Cooled Application,DTMWiringAC,airCooled;scavengeDeOilCoil,Selection,1,1,Drivers and Torque Motor Wiring for Air Cooled Application
Drivers/Torque Motors,Drivers and Torque Motor Wiring,Drivers and Torque Motor Wiring for Air Cooled Application,DTMWiringAC,airCooled;starterRelay,Selection,1,1,Drivers and Torque Motor Wiring for Air Cooled Application
Drivers/Torque Motors,Drivers and Torque Motor Wiring,Drivers and Torque Motor Wiring for Air Cooled Application,DTMWiringAC,airCooled;supplyDeOilCoil,Selection,1,1,Drivers and Torque Motor Wiring for Air Cooled Application
Drivers/Torque Motors,Drivers and Torque Motor Wiring,Drivers and Torque Motor Wiring for Air Cooled Application,DTMWiringAC,airCooled;unfeatherPump,Selection,1,1,Drivers and Torque Motor Wiring for Air Cooled Application
Drivers/Torque Motors,Dual Non-Shared Metering Valve Torque Motor Command Tracking,Dual Non-Shared Metering Valve Torque Motor Command Tracking,mvTMLocalChannelOnlyCommandTracking,mvTMLocalChannelOnly;mvTMCommandTracking,Selection,1,1,Dual Non-Shared Metering Valve Torque Motor Command Tracking
Drivers/Torque Motors,Dual Non-Shared Torque Motor,Dual Non-Shared Torque Motor,tmDualNonShared,cgvTMLocalChannelOnly,Selection,1,1,Dual Non-Shared Torque Motor
Drivers/Torque Motors,Dual Non-Shared Torque Motor,Dual Non-Shared Torque Motor,tmDualNonShared,mvTMLocalChannelOnly,Selection,1,1,Dual Non-Shared Torque Motor
Drivers/Torque Motors,HGI Auto Ignition,HGI Auto Ignition,HGIIgnRelay,HGIOperation;ignRelay,Selection,1,1,Applies ignition command during operation under hot gas ingestion
Drivers/Torque Motors,High Side and Low Side (combined) Drivers,High Side and Low Side (combined) Drivers,hslsDriver,atsPermit,Selection,1,1,Combined High Side and Low Side Drivers
Drivers/Torque Motors,High Side and Low Side (combined) Drivers,High Side and Low Side (combined) Drivers,hslsDriver,ignRelay,Selection,1,1,Combined High Side and Low Side Drivers
Drivers/Torque Motors,High Side and Low Side (combined) Drivers,High Side and Low Side (combined) Drivers,hslsDriver,loadInhibit,Selection,1,1,Combined High Side and Low Side Drivers
Drivers/Torque Motors,High Side and Low Side (combined) Drivers,High Side and Low Side (combined) Drivers,hslsDriver,modeTransfer,Selection,1,1,Combined High Side and Low Side Drivers
Drivers/Torque Motors,High Side and Low Side Drivers (combined),Air Turbine Starter Permit Relay Installed,atsPermit,fuelCooled,Option,0,10,Air Turbine Stater Permit Relay Installed
Drivers/Torque Motors,High Side and Low Side Drivers (combined),Ignition Relay Installed,ignRelay,fuelCooled,Option,0,10,Ignition Relay Installed
Drivers/Torque Motors,High Side and Low Side Drivers (combined),Load Inhibit Relay Installed,loadInhibit,fuelCooled,Option,0,10,Load Inhibit Relay Installed
Drivers/Torque Motors,High Side and Low Side Drivers (combined),Mode Transfer Solenoid Installed,modeTransfer,fuelCooled,Option,0,10,Mode Transfer Solenoid Installed
Drivers/Torque Motors,High Side Drivers,Feather Coil Installed,featherCoil,turboProp,Option,0,10,Feather Coil Installed.
Drivers/Torque Motors,High Side Drivers,Igniter A and B High Side Driver Installed,HSIgniter,airCooled,Option,0,10,Igniter A and B High Side Driver Installed.
Drivers/Torque Motors,High Side Drivers,Run Coil Installed,runCoil,overspeedCoil,Option,0,10,Run Coil solenoid that can be overpowered by the overspeed solenoid
Drivers/Torque Motors,High Side Drivers Installed,High Side Drivers Installed,highSideDriver,featherCoil,Selection,1,1,High side drivers are installed
Drivers/Torque Motors,High Side Drivers Installed,High Side Drivers Installed,highSideDriver,HSIgniter,Selection,1,1,High side drivers are installed
Drivers/Torque Motors,High Side Drivers Installed,High Side Drivers Installed,highSideDriver,runCoil,Selection,1,1,High side drivers are installed
Drivers/Torque Motors,Low Side Drivers,Anti-Ice Coil Installed,antiIceCoil,airCooled,Option,0,10,Anti-Ice Coil Installed
Drivers/Torque Motors,Low Side Drivers,Motive Flow Lockout Coil Installed,motiveFlowLockoutCoil,airCooled,Option,0,10,Motive Flow Lockout Coil Installed
Drivers/Torque Motors,Low Side Drivers,Scavenge De-Oil Coil Installed,scavengeDeOilCoil,turboProp,Option,0,10,Scavenge De-Oil Coil Installed
Drivers/Torque Motors,Low Side Drivers,Starter Relay Installed,starterRelay,airCooled,Option,0,10,Starter Relay Installed
Drivers/Torque Motors,Low Side Drivers,Supply De-Oil Coil Installed,supplyDeOilCoil,turboProp,Option,0,10,Supply De-Oil Coil Installed
Drivers/Torque Motors,Low Side Drivers,Unfeather Pump Installed,unfeatherPump,turboProp,Option,0,10,Unfeather Pump Installed
Drivers/Torque Motors,Low Side Drivers (Conditionally Powered) Installed,Low Side Drivers (Conditionally Powered) Installed,lowSideDriverConditionallyPowered,motiveFlowLockoutCoil,Selection,1,1,Low Side Drivers (LSD) that are not powered all the time
Drivers/Torque Motors,Low Side Drivers (Conditionally Powered) Installed,Low Side Drivers (Conditionally Powered) Installed,lowSideDriverConditionallyPowered,scavengeDeOilCoil,Selection,1,1,Low Side Drivers (LSD) that are not powered all the time
Drivers/Torque Motors,Low Side Drivers (Conditionally Powered) Installed,Low Side Drivers (Conditionally Powered) Installed,lowSideDriverConditionallyPowered,starterRelay,Selection,1,1,Low Side Drivers (LSD) that are not powered all the time
Drivers/Torque Motors,Low Side Drivers (Conditionally Powered) Installed,Low Side Drivers (Conditionally Powered) Installed,lowSideDriverConditionallyPowered,supplyDeOilCoil,Selection,1,1,Low Side Drivers (LSD) that are not powered all the time
Drivers/Torque Motors,Low Side Drivers (Conditionally Powered) Installed,Low Side Drivers (Conditionally Powered) Installed,lowSideDriverConditionallyPowered,unfeatherPump,Selection,1,1,Low Side Drivers (LSD) that are not powered all the time
Drivers/Torque Motors,Low Side Drivers Installed,Low Side Drivers installed,lowSideDriver,antiIceCoil,Selection,1,1,Low side drivers are installed
Drivers/Torque Motors,Low Side Drivers Installed,Low Side Drivers installed,lowSideDriver,lowSideDriverConditionallyPowered,Selection,1,1,Low side drivers are installed
Drivers/Torque Motors,Metering Valve TM BIT MIO Signal Mapping Designation,MVTM MIO Signal Mapping A,mvTMInputInstA,airCooled,Selection,1,1,"Metering Valve TM BIT MIO Signal Mapping Bit Designation, option A"
Drivers/Torque Motors,Metering Valve TM BIT MIO Signal Mapping Designation,MVTM MIO Signal Mapping B,mvTMInputInstB,fuelCooled,Selection,1,1,"Metering Valve TM BIT MIO Signal Mapping Bit Designation, option B"
Drivers/Torque Motors,Metering Valve Torque Motor,Dual Non-Shared Metering Valve Torque Motor,mvTMLocalChannelOnly,Common,Selection,1,1,MV TM Uses Command Tracking BIT and uses the local channel only
Drivers/Torque Motors,Metering Valve Torque Motor,Single Non-Shared Metering Valve Torque Motor,mvTMCrossChannelBorrowing,Common,Selection,1,1,Single Non-Shared Metering Valve Torque Motor
Drivers/Torque Motors,MMV Conversions,MMV Signal Units Conversions,mmvConversions,Common,Option,0,1,"MMV signals are converted so that both the setpoint and fuel flow feedback are available in units of lb/hr, units of kg/min, and as a unitless ratio."
Drivers/Torque Motors,Overspeed Solenoid,Overspeed Coil Installed,overspeedCoil,Common,Selection,1,1,"Overspeed Coil Installed, is energized to cut off fuel flow to the engine"
Drivers/Torque Motors,Overspeed Solenoid,Overspeed Solenoid Installed,overspeedSolenoid,Common,Selection,1,1,"Overspeed Solenoid Installed, is de-energized to cut off fuel flow to the engine"
Drivers/Torque Motors,Single Non-Shared Torque Motor,Single Non-Shared Torque Motor,tmSingleNonShared,mvTMCrossChannelBorrowing,Selection,1,1,Single Non-Shared Torque Motor
Drivers/Torque Motors,Single Non-Shared Torque Motor,Single Non-Shared Torque Motor,tmSingleNonShared,propGovernor,Selection,1,1,Single Non-Shared Torque Motor
Drivers/Torque Motors,Single Non-Shared Torque Motor,Single Non-Shared Torque Motor,tmSingleNonShared,propPitchController,Selection,1,1,Single Non-Shared Torque Motor
Drivers/Torque Motors,Torque Motor Command Tracking BIT,Torque Motor Command Tracking BIT,commandTracking,tmDualNonSharedCommandTracking,Selection,1,1,Torque Motor uses Command Tracking BIT
Drivers/Torque Motors,Torque Motor Command Tracking Dual Non Shared,Torque Motor Command Tracking Dual Non Shared,tmDualNonSharedCommandTracking,cgvTMCommandTracking,Selection,1,1,Dual Non Shared Torque Motors use command tracking BIT
Drivers/Torque Motors,Torque Motor Command Tracking Dual Non Shared,Torque Motor Command Tracking Dual Non Shared,tmDualNonSharedCommandTracking,mvTMCommandTracking,Selection,1,1,Dual Non Shared Torque Motors use command tracking BIT
Drivers/Torque Motors,Torque Motors,Compressor Guide Vane Torque Motor,cgvTM,turboFan,Option,0,10,Compressor Guide Vane (CGV) Torque Motor (TM) installed
Drivers/Torque Motors,Torque Motors,Propeller Governor Torque Motor Installed,propGovernor,turboProp,Option,0,10,Propeller Governor Torque Motor Installed
Drivers/Torque Motors,Torque Motors,Propeller Pitch Controller Installed,propPitchController,turboProp,Option,0,10,Propeller Pitch Controller Installed
Drivers/Torque Motors,Torque Motors 2,Propellor Oil Control Torque Motor,pocTM,propGovernor,Selection,1,1,Propellor Oil Control Torque Motor Installed
Electrical Power,Aircraft Power,Dual Aircraft Power Source,dualACPwr,Common,Selection,1,1,Two independent sources of aircraft power available to the ECU
Electrical Power,Aircraft Power,Single Aircraft Power Source,singleACPwr,Common,Selection,1,1,One source of aircraft power available to the ECU
Electrical Power,Electrical Grounding,Common-Ground System,commonGnd,airCooled,Selection,1,1,"Power ground, signal ground, and chassis are connected together internal to the ECU, generally used on commercial applications"
Electrical Power,Electrical Grounding,Isolated-Ground System,isolatedGnd,fuelCooled,Selection,1,1,"Power ground and signal ground are connected together internal to the ECU, but these are isolated from the ECU chassis"
Electrical Power,Engine ID Inputs,11 Discrete Inputs,11EID,airCooled,Selection,1,1,11 Discrete Inputs provided to be used for the Engine ID
Electrical Power,Engine ID Inputs,4 Discrete Inputs,4EID,fuelCooled,Selection,1,1,4 Discrete Inputs provided to be used for the Engine ID
Electrical Power,Generator,Dual Generators Installed,dualGenerators,fuelCooled,Selection,1,1,Two electrical generators are installed and can be utilized at the same time.
Electrical Power,Generator Idle Schedule,Identical Idle Setpoint,singleDualGeneratorIdle,fuelCooled,Selection,1,1,During single generator operation the idle setpoint is identical to the dual generator setpoint.
Electrical Power,Generator Idle Schedule,Single Generator Operating Idle Schedule,singleGeneratorWFP3,fuelCooled,Selection,1,1,During single generator operation an idle increase is required
Electrical Power,PMA Power,PMA Power Source,pmaPower,Common,Option,0,1,PMA installed that powers ECU when engine speed is sufficiently high
Engine Power,Dual Engine Reliability,Dual Engine for Commercial,sfrDualEngCFR,dualEngine;sfrCFR,Selection,1,1,Dual Engines installed on commercial application
Engine Power,ECO Mode,ECO Mode,ecoMode,Common,Option,0,1,"Economical, or fuel-efficient, engine operating mode available"
Engine Power,Engine Idle Switch,Engine Idle Switch installed,engineIdleDiscrete,Common,Option,0,1,Engine Idle Switch installed to override PLA input
Engine Power,Final PLA,PLA is not rate limited or filtered,plaNoRateLimitFilter,Common,Selection,1,1,The final selected PLA signal is not rate limited or filtered
Engine Power,Final PLA,PLA is rate limited and filtered,plaRateLimitFilter,Common,Selection,1,1,The final selected PLA signal is rate limited and filtered
Engine Power,Final PLA Adjustment,Final PLA,plaFinalAdjusted,Common,Selection,1,1,Final PLA
Engine Power,Final PLA Adjustment,Final PLA adjusted with Autothrottle trim,plaFinalAdjustedAutoThrottle,autoThrottle,Selection,1,1,Final PLA adjusted with Autothrottle trim
Engine Power,Flameout Detection,Flameout Detection,flameoutDetection,Common,Option,0,1,Detects if a flameout occured
Engine Power,Flameout Recovery,Flameout Recovery,flameoutRecovery,Common,Option,0,1,Flameout Recovery detects and responds to engine flameouts
Engine Power,HGI Ramped Bias to Surge Protection,HGI Ramped Bias to Surge Protection,HGIRampSurgeProtection,HGIOperation;surgeProtection;upDownRampFunction,Selection,1,1,Applies ramped bias to surge protection control during operation under hot gas ingestion
Engine Power,PLA Difference Fault Signal Selection,PLA Difference Fault choose High between LC & XC PLA,plaDiffChooseHigh,Common,Selection,1,1,Difference fault will choose the highest value between PLA LC and XC
Engine Power,PLA Difference Fault Signal Selection,PLA Difference Fault Fail to Idle,plaDiffFailedIdle,Common,Selection,1,1,Difference fault will fail PLA to idle or hold PLA value depending on last good value when the fault is confirmed
Engine Power,PLA Dual Fault Signal Selection,PLA Dual Fault Fail to Default Value,plaBothFaultedDV,plaDiffChooseHigh,Selection,1,1,"During a dual channel fault, the ECU will set the PLA to a specified default value."
Engine Power,PLA Dual Fault Signal Selection,PLA Dual Fault set Degrade Mode 2,plaBothFaultedDG2,plaDiffFailedIdle,Selection,1,1,"During a dual channel fault, the ECU will set Degraded Mode 2."
Engine Power,PLA Input,PLA via Analog,thrustViaDiscrete,Common,Selection,1,1,Power rating for thrust is set through Discret Input
Engine Power,PLA Input,PLA via Arinc,thrustViaArinc,Common,Selection,1,1,Power rating for thrust is set through ARINC input
Engine Power,PLA Region,PLA Regions used to open/close switch contacts,plaRegion,Common,Option,0,1,PLA regions are used to open or close switch contacts
Engine Power,PLA Selection,PLA selection can be overridden by the Idle Discrete Switch,plaPrimSelectIdleSW,engineIdleDiscrete,Selection,1,1,PLA selection can be overridden by the Idle Discrete Switch
Engine Power,PLA Selection,PLA selection standard ,plaPrimSelectStandard,Common,Selection,1,1,Standard selection strategy for PLA
Engine Power,PLA Single Fault Signal Selection,PLA Single Fault choose remaining Healthy,plaChooseHealthy,plaDiffChooseHigh,Selection,1,1,"During a single channel fault, the ECU will choose the healthy channel"
Engine Power,PLA Single Fault Signal Selection,PLA Single Fault choose remaining Healthy plus Offset,plaOffsetHealthy,plaDiffFailedIdle,Selection,1,1,"During a single channel fault, the ECU will choose the healthy channel plus the offset from the last good average"
Engine Power,PLA Takeoff Limitation,Engine Power Rating Limited by Altitude,plaTakeoffLimitation,Common,Selection,1,1,Takeoff engine power rating is limited to below a certain altitude when the PLA is in TO power
Engine Power,PLA Takeoff Limitation,Engine Power Rating not Limited by Altitude,plaTakeoffUnrestricted,Common,Selection,1,1,Takeoff engine power rating is not limited by altitude when the PLA is in TO power
Engine Power,Power Demand,Power Demand Idle to Max Selection,plaIdleMax,fuelCooled,Selection,1,1,Power Demand Idle to Max Selection
Engine Power,Power Demand,Power Demand Reverse to MPR Selection,plaRevMpr,airCooled,Selection,1,1,Power Demand Reverse to MPR Selection
Engine Power,Surge Detection,Surge Detection,surgeDetection,Common,Option,0,1,Detects loss of engine control/power
Engine Power,Surge Protection,Surge Protection,surgeProtection,Common,Option,0,1,Surge Protection prevents/protects against surges
Engine Power,Throttle Control,Autothrottle Installed,autoThrottle,Common,Option,0,1,Autothrottle installed on aircraft
Engine Shutdown,Indpendent Shutdown,Run Cutoff solenoid for independent fuel shutoff,runCutoffSolenoid,Common,Option,0,1,A/C controlled solenoid to shut off fuel flow independent of software or begin fuel flow through signal to control system
Engine Shutdown,Shutdown Mode,Confirmed Shutdown Command initiates Shutdown Mode,shutdnModeCnfrmSD,fuelCooled,Selection,1,1,Shutdown Mode initiated by confirmed shutdown command
Engine Shutdown,Shutdown Mode,Shutdown Command Switch (w/o Dry Motor) initiates Shutdown Mode,shutdnModeMotorSDCmd,turboProp,Selection,1,1,Shutdown Mode for engines that have overspeed shutoff and the ability to dry motor with Shutdown Command
Engine Speed,Dual Engine N1 Sync,N1 Sync,n1Sync,xEngDataLink;sfrCFR,Option,0,1,N1 Sync installed on commercial
Engine Speed,Dual Engine N2 Sync,N2 Sync,n2Sync,xEngDataLink;sfrCFR,Option,0,1,N2 Sync installed on commercial
Engine Speed,Engine Speed Analog Output,N1 Speed Analog Output,n1SpeedOutput,Common,Option,0,2,N1 Speed Analog Output for use by trim balancing
Engine Speed,Engine Speed Analog Output,N2 Speed Analog Output,n2SpeedOutput,Common,Option,0,2,N2 Speed Analog Output for use by trim balancing
Engine Speed,Lower Right Hand Corner Derate,Lower Right Hand Corner Derate,superSonicBarnstormingProtection,fuelCooled,Selection,1,1,Lower Right Hand Corner Derate selected
Engine Speed,Lower Right Hand Corner Derate,No Lower Right Hand Corner Derate,nominalMaxPwrWFP3,fuelCooled,Selection,1,1,Lower Right Hand Corner Derate not present
Engine Speed,Minimum Airflow Idle,Minimum Airflow Idle Selected,minAirflowIdle,fuelCooled,Selection,1,1,Minimum airflow requirement for idle conditions (higher idle speed)
Engine Speed,Minimum Airflow Idle,No Minimum Airflow Idle,finalIdleSelectionWFP3,fuelCooled,Selection,1,1,Idle selection dicated solely on N1 Speed
Engine Speed,N1,Secondary Source N1,n1SecondarySource,Common,Selection,1,1,Has a secondary source for detecting N1 Speed
Engine Speed,N1,Single Source N1,n1SingleSource,n1Common,Selection,1,1,Single source Dual monopole for detecting N1 Speed
Engine Speed,N1 Common Functionality,Has N1 shaft,n1Common,Common,Selection,0,1,"Has an N1 shaft, and will sense N1 Primary speed using a dual coil monopole, generating one signal to each ECU"
Engine Speed,N1 Derivative,N1 percent rate of change,n1DotPercent,n1Common,Selection,1,1,N1 derivative calculation is based off of N1 percent
Engine Speed,N1 Derivative,N1 RPM rate of change,n1DotRPM,n1Common,Selection,1,1,N1 derivative calculation is based off of N1 RPM
Engine Speed,N1 Processing Group,N1 Processing Group,n1DOTRPMRateLimitFilter,n1DotRPM;n1RPMRateLimitFilter,Selection,1,1,Combined N1 Processing execution group selection
Engine Speed,N1 RPM,N1 RPM is rate limited and filtered,n1RPMRateLimitFilter,n1Common,Selection,1,1,The N1 RPM signal is rate limited and filtered
Engine Speed,N2 Derivative,N2 percent rate of change,n2DotPercent,Common,Selection,1,1,N2 derivative calculation is based off of N2 percent
Engine Speed,N2 Derivative,N2 RPM rate of change,n2DotRPM,Common,Selection,1,1,N2 derivative calculation is based off of N2 RPM
Engine Speed,N2 Processing Group,N2 Processing Group,n2DOTRPMRateLimitFilter,n2DotRPM;n2RPMRateLimitFilter,Selection,1,1,Combined N2 Processing execution group selection
Engine Speed,N2 RPM,N2 RPM is rate limited and filtered,n2RPMRateLimitFilter,Common,Selection,1,1,The N2 RPM signal is rate limited and filtered
Engine Speed,Overspeed Fuel Cutoff,De-energizes OS Solenoid for cutoff,overspeedDeenergize,overspeedSolenoid,Selection,1,1,Overspeed protection system de-energizes the overspeed solenoid when an overspeed is detected to cut off fuel flow to the engine
Engine Speed,Overspeed Fuel Cutoff,Energizes OS Solenoid for cutoff,overspeedEnergize,overspeedCoil,Selection,1,1,Overspeed protection system energizes the overspeed solenoid when an overspeed is detected to cut off fuel flow to the engine
Engine Speed,Overspeed Monitoring,Monitors N2 Monopole and PMA,overspeedPMA,Common,Selection,1,1,Overspeed protection system monitors N2 monopole and PMA
Engine Speed,Overspeed Monitoring,Monitors N2 Monopole with reset,overspeedReset,Common,Selection,1,1,Overspeed protection system monitors N2 monopole with reset
Engine Speed,Overspeed N1 Monitoring,Monitors N1 Monopole,overspeedN1,turboFan,Selection,1,1,Overspeed protection system monitors N1 monopole
Engine Speed,Overspeed Protection System,De-Energizes OS Solenoid to cut off Fuel Flow,overspeedCoilDeenergize,overspeedDeenergize,Selection,1,1,Overspeed protection system de-energizes the overspeed solenoid when an overspeed is detected to cut off fuel flow to the engine
Engine Speed,Overspeed Protection System,Energizes OS Solenoid to cut off Fuel Flow,overspeedCoilEnergize,overspeedEnergize,Selection,1,1,Ovespeed protection system energizes the overspeed solenoid when an overspeed is detected to cut off fuel flow to the engine
Engine Speed,Secondary N2,Has Secondary N2,n2SecondarySource,Common,Selection,1,1,Has a secondary source of analog N2 signal
Engine Speed,Secondary N2,No Secondary N2,n2SingleSource,Common,Selection,1,1,Has no secondary source of analog N2 signal
Engine Speed,Speed,N2 Single Spool,n2Single,turboProp,Selection,1,2,Single shaft capability that connects the compressor and turbine to drive them at the same speed
Engine Speed,Speed,N2 Twin Spool,n2Twin,Common,Selection,1,2,Dual shaft capability that connects the low pressure compressor and turbine together and the high pressure compressor and turbine together to drive each at their respective speeds
Engine Start,Engine Start Control,Engine Start Control Automatic,engStartCtrlAuto,turboFan;fuelCooled;filterLowPass,Selection,1,1,Automatic Engine Start Control Logic
Engine Start,Engine Start Control,Engine Start Control Fuel Enrichment,engStartCtrlwfFlowEnrich,turboProp;airCooled,Selection,1,1,Starting fuel flow enrichment determined as a function of N2 and EGT.  The difference between EGT setpoint and predicted temperature determines amount of fuel encrichment needed. Includes nominal starting fuel flow calculated as an output of the acceleration schedule and P3 as a function of N2.
Engine Start,Start Abort,Start Abort Determined by Software,startAbort,Common,Option,0,1,Start Abort Determined by Software
Engine Start,Start Command,Start Command Initiated by PLA,startCmdPLA,Common,Selection,1,1,Start Command Initiated by PLA
Engine Start,Start Command,Start Command SW Installed,startCmdSW,Common,Selection,1,1,Start Command switch installed
Engine Start,Start Command Switch,Independent Engine Wiring Start,startCmdSingleEngineWiring,startCmdSW;indepEngineWiring,Selection,1,1,Independent Engine wiring for start command
Engine Start,Start Command Switch,Shared Engine Wiring Start,startCmdDualEngineWiring,startCmdSW;sharedEngineWiring,Selection,1,1,Shared Engine wiring for start command
Engine Start,Start Mode,PLA in cut-off indicates no start allowed,startModePLACutoff,startCmdPLA,Selection,1,1,PLA in cut-off indicates no start allowed
Engine Start,Start Mode,Shutdown Command indicates no start allowed,startModeShutdnCmd,Common,Selection,1,1,Shutdown Command indicates no start allowed
Environmental,Audio Frequency Conducted Susceptibility,DO-160 Audio Frequency Conducted Susceptibility Requirements,do160AFCS,Common,Selection,1,1,ECU complies with audio frequency conducted susceptibility requirements of DO-160
Environmental,Audio Frequency Conducted Susceptibility,MIL-STD-461 Audio Frequency Conducted Susceptibility Requirements,mil461AFCS,Common,Selection,1,1,ECU complies with audio frequency conducted susceptibility requirements of MIL-STD-461
Environmental,Radio Frequency Conducted Emissions,DO-160 Radio Frequency Conducted Emissions Requirements,do160RFCE,Common,Selection,1,1,ECU complies with radio frequency conducted emissions requirements of DO-160
Environmental,Radio Frequency Conducted Emissions,MIL-STD-461 Radio Frequency Conducted Emissions Requirements,mil461RFCE,Common,Selection,1,1,ECU complies with radio frequency conducted emissions requirements of MIL-STD-461
Environmental,Radio Frequency Conducted Susceptibility,DO-160 Radio Frequency Conducted Susceptibility Requirements,do160RFCS,Common,Selection,1,1,ECU complies with radio frequency conducted susceptibility requirements of DO-160
Environmental,Radio Frequency Conducted Susceptibility,MIL-STD-461 Radio Frequency Conducted Susceptibility Requirements,mil461RFCS,Common,Selection,1,1,ECU complies with radio frequency conducted susceptibility requirements of MIL-STD-461
